policy_id,customer_id,policy_type_code,region_id,current_agent_id,nominee_name,sum_assured,premium_amount,policy_start_date,date_of_purchase,purchase_quarter,purchase_year,purchase_month,policy_end_date,date_of_maturity,status,last_paid_date,premium_payment_term,policy_term,loan_eligible,lock_in_period_months,claim_reason,underwriting_expenses,surrender_amount,total_premium_paid,payment_gap_months,amount_withdrawn,maturity_amount,total_premium_payable,fraud_risk_flag
POL0006907,CUST003866,PP08,RGN008,AGT0288,Priya Dubey,225244,58087,2023-10-21,2023-10-14,Q4,2023,10,2038-10-21,2038-10-21,Active,2025-06-12,14,15,N,0,,8319,0,96811.67,0,0,0,813218,N
POL0006908,CUST006579,PP08,RGN018,AGT0046,Tanvi Krishnan,650010,20718,2013-04-11,2013-04-11,Q2,2013,4,2028-04-11,2028-04-11,Active,2018-03-16,5,15,Y,0,,3202,0,103590.0,0,0,0,103590,N
POL0006909,CUST009025,PP05,RGN042,AGT0212,Rekha Rao,2076063,98104,2017-10-28,2017-10-27,Q4,2017,10,2025-10-28,2025-10-28,Active,2024-09-21,7,8,N,60,,15461,0,686728.0,0,0,0,686728,N
POL0006910,CUST002129,PP02,RGN021,AGT0187,Pradeep Pandey,3362022,20936,2013-06-04,2013-05-28,Q2,2013,6,2033-06-04,2033-06-04,Active,2021-04-23,8,20,Y,0,,2393,0,167488.0,0,0,0,167488,N
POL0006911,CUST006861,PP09,RGN010,AGT0067,Manoj Dubey,446024,58066,2019-08-07,2019-08-01,Q3,2019,8,2026-08-07,2026-08-07,Active,2024-07-11,5,7,N,60,,11263,0,290330.0,0,0,0,290330,N
POL0006912,CUST008727,PP02,RGN008,AGT0163,Divya Rajan,1079524,21943,2012-01-20,2012-01-16,Q1,2012,1,2028-01-20,2028-01-20,Active,2018-10-15,7,16,Y,0,,1855,0,149943.83,2,0,0,153601,N
POL0006913,CUST002988,PP02,RGN009,AGT0006,Isha Chaudhary,411974,48235,2019-04-03,2019-04-02,Q2,2019,4,2036-04-03,2036-04-03,Active,2025-05-01,9,17,Y,0,,4699,0,297449.17,0,0,0,434115,N
POL0006914,CUST002804,PP09,RGN033,AGT0281,Neha Desai,1230972,17387,2012-03-01,2012-02-23,Q1,2012,3,2021-03-01,2021-03-01,Matured,2017-02-03,5,9,N,60,,3000,0,86935.0,0,17972,163860,86935,N
POL0006915,CUST007849,PP02,RGN010,AGT0235,Ravi Tiwari,1290366,63180,2014-09-29,2014-09-25,Q3,2014,9,2030-09-29,2030-09-29,Active,2019-08-04,5,16,Y,0,,7355,0,310635.0,1,0,0,315900,N
POL0006916,CUST000859,PP09,RGN006,AGT0066,Anil Chaudhary,906925,61496,2012-09-28,2012-09-27,Q3,2012,9,2018-09-28,2018-09-28,Matured,2017-09-02,5,6,N,60,,9505,0,307480.0,0,0,835452,307480,N
POL0006917,CUST000318,PP06,RGN033,AGT0140,Zara Rao,645910,56596,2016-06-25,2016-06-18,Q2,2016,6,2051-06-25,2051-06-25,Active,2025-05-09,35,35,Y,0,,7121,0,509364.0,0,0,0,1980860,N
POL0006918,CUST003014,PP04,RGN018,AGT0056,Lakshmi Srivastava,826889,54259,2010-01-16,2010-01-13,Q1,2010,1,2019-01-16,2019-01-16,Matured,2017-12-05,8,9,N,60,,6175,0,434072.0,0,55811,690824,434072,N
POL0006919,CUST004645,PP04,RGN023,AGT0133,Divya Dubey,388188,53348,2016-09-19,2016-09-13,Q3,2016,9,2029-09-19,2029-09-19,Active,2024-08-08,8,13,N,60,,8765,0,426784.0,0,0,0,426784,N
POL0006920,CUST004372,PP10,RGN021,AGT0084,Anjali Hegde,422598,47897,2021-04-02,2021-03-31,Q2,2021,4,2044-04-02,2044-04-02,Active,2025-05-11,10,23,Y,0,,3996,0,199570.83,0,0,0,478970,N
POL0006921,CUST002417,PP06,RGN025,AGT0300,Aarav Venkatesh,742355,61130,2013-04-22,2013-04-22,Q2,2013,4,2050-04-22,2050-04-22,Claimed-Death,2025-04-19,17,37,Y,0,Death,7693,0,743748.33,0,0,0,1039210,N
POL0006922,CUST002166,PP03,RGN016,AGT0077,Vishal Jadhav,229466,102664,2011-12-25,2011-12-23,Q4,2011,12,2020-12-25,2020-12-25,Matured,2019-11-13,8,9,N,60,,14234,0,821312.0,0,0,1506135,821312,N
POL0006923,CUST003582,PP03,RGN041,AGT0090,Sarika Kulkarni,667688,54497,2013-08-02,2013-07-29,Q3,2013,8,2030-08-02,2030-08-02,Active,2025-04-01,13,17,N,60,,7520,0,644881.17,0,0,0,708461,Y
POL0006924,CUST004528,PP06,RGN044,AGT0056,Ramesh Shah,411920,54356,2021-07-05,2021-06-29,Q3,2021,7,2053-07-05,2053-07-05,Active,2025-03-16,31,32,Y,0,,10126,0,203835.0,2,0,0,1685036,N
POL0006925,CUST001368,PP10,RGN011,AGT0150,Aditi Rajan,1141919,21611,2021-05-17,2021-05-17,Q2,2021,5,2037-05-17,2037-05-17,Active,2025-05-26,10,16,Y,0,,3399,0,88244.92,0,0,0,216110,N
POL0006926,CUST004786,PP10,RGN036,AGT0182,Manoj Dubey,904468,97031,2014-01-11,2014-01-11,Q1,2014,1,2043-01-11,2043-01-11,Active,2025-01-13,17,29,Y,0,,11305,0,1083512.83,3,0,0,1649527,N
POL0006927,CUST007452,PP05,RGN005,AGT0297,Deepak Patil,987939,21736,2017-05-05,2017-05-03,Q2,2017,5,2023-05-05,2023-05-05,Matured,2023-04-04,6,6,N,60,,3556,0,130416.0,0,0,219911,130416,N
POL0006928,CUST006558,PP04,RGN001,AGT0147,Isha Sharma,1082210,62551,2022-08-03,2022-07-31,Q3,2022,8,2035-08-03,2035-08-03,Active,2025-05-19,12,13,N,60,,5122,0,177227.83,0,0,0,750612,N
POL0006929,CUST004339,PP07,RGN014,AGT0068,Vishal Malhotra,921999,19881,2011-01-16,2011-01-16,Q1,2011,1,2034-01-16,2034-01-16,Active,2017-12-10,7,23,Y,0,,3805,0,139167.0,0,0,0,139167,N
POL0006930,CUST004149,PP07,RGN031,AGT0160,Divya Bose,3936941,57514,2018-11-25,2018-11-20,Q4,2018,11,2053-11-25,2053-11-25,Active,2025-05-22,9,35,Y,0,,9379,0,378633.83,0,0,0,517626,N
POL0006931,CUST003559,PP02,RGN019,AGT0293,Ravi Menon,505756,50639,2014-11-21,2014-11-17,Q4,2014,11,2029-11-21,2029-11-21,Active,2025-04-27,12,15,Y,0,,8688,0,535929.42,0,0,0,607668,N
POL0006932,CUST006708,PP09,RGN008,AGT0034,Lakshmi Saxena,824943,19757,2017-03-12,2017-03-09,Q1,2017,3,2026-03-12,2026-03-12,Active,2022-02-14,5,9,N,60,,3343,0,98785.0,0,0,0,98785,N
POL0006933,CUST003270,PP05,RGN012,AGT0202,Akash Mishra,463373,53764,2010-04-10,2010-04-05,Q2,2010,4,2015-04-10,2015-04-10,Matured,2015-02-13,5,5,N,60,,6502,0,264339.67,1,0,608915,268820,N
POL0006934,CUST009681,PP09,RGN004,AGT0161,Pooja Joshi,1124727,55713,2016-02-08,2016-02-02,Q1,2016,2,2026-02-08,2026-02-08,Active,2023-10-29,8,10,N,60,,8785,0,436418.5,2,0,0,445704,N
POL0006935,CUST004580,PP03,RGN037,AGT0205,Swati Rao,401142,22195,2023-07-06,2023-06-29,Q3,2023,7,2032-07-06,2032-07-06,Active,2025-05-26,7,9,N,60,,2899,0,42540.42,0,0,0,155365,N
POL0006936,CUST002186,PP05,RGN042,AGT0210,Swati Dubey,2170701,22026,2014-02-19,2014-02-13,Q1,2014,2,2020-02-19,2020-02-19,Matured,2020-01-19,6,6,N,60,,2031,0,132156.0,0,0,169308,132156,N
POL0006937,CUST000453,PP03,RGN008,AGT0194,Rohit Balaji,1667661,19311,2019-03-03,2019-02-24,Q1,2019,3,2030-03-03,2030-03-03,Active,2025-04-30,10,11,N,60,,1603,0,120693.75,0,0,0,193110,N
POL0006938,CUST006544,PP04,RGN041,AGT0213,Rajesh Srivastava,2174687,22373,2021-06-21,2021-06-19,Q2,2021,6,2026-06-21,2026-06-21,Active,2025-05-31,5,5,N,60,,1997,0,89492.0,0,0,0,111865,N
POL0006939,CUST003425,PP04,RGN037,AGT0242,Divya Rajan,3018186,48720,2012-04-28,2012-04-27,Q2,2012,4,2026-04-28,2026-04-28,Active,2019-03-23,7,14,N,60,,4345,0,341040.0,0,0,0,341040,N
POL0006940,CUST008736,PP08,RGN023,AGT0147,Pooja Iyer,3785154,19746,2024-01-11,2024-01-08,Q1,2024,1,2039-01-11,2039-01-11,Active,2025-06-04,6,15,N,0,,2183,0,27973.5,0,0,0,118476,N
POL0006941,CUST006328,PP01,RGN007,AGT0219,Kritika Menon,270205,85988,2022-06-29,2022-06-28,Q2,2022,6,2035-06-29,2035-06-29,Active,2025-06-13,7,13,N,0,,14216,0,257964.0,0,0,0,601916,N
POL0006942,CUST005269,PP05,RGN024,AGT0106,Deepa Desai,1570931,99895,2014-09-23,2014-09-20,Q3,2014,9,2019-09-23,2019-09-23,Matured,2019-03-31,5,5,N,60,,8497,0,457852.08,5,155022,984446,499475,N
POL0006943,CUST005774,PP10,RGN027,AGT0275,Aditi Venkatesh,748454,101248,2023-04-06,2023-04-06,Q2,2023,4,2052-04-06,2052-04-06,Active,2025-05-25,11,29,N,0,,9372,0,219370.67,0,0,0,1113728,N
POL0006944,CUST001682,PP05,RGN041,AGT0205,Zara Agarwal,1172980,20154,2015-04-26,2015-04-26,Q2,2015,4,2021-04-26,2021-04-26,Matured,2020-03-30,5,6,N,60,,2652,0,100770.0,0,0,205036,100770,N
POL0006945,CUST006275,PP08,RGN004,AGT0031,Tanvi Kumar,3763841,61232,2018-10-18,2018-10-17,Q4,2018,10,2042-10-18,2042-10-18,Active,2025-03-15,12,24,Y,0,,8892,0,398008.0,2,0,0,734784,N
POL0006946,CUST005099,PP10,RGN035,AGT0213,Kritika Gowda,674653,90068,2022-03-31,2022-03-24,Q1,2022,3,2035-03-31,2035-03-31,Lapsed,2025-02-13,11,13,Y,0,,11802,0,262698.33,4,0,0,990748,N
POL0006947,CUST000257,PP06,RGN025,AGT0185,Poonam Menon,674670,94885,2011-05-24,2011-05-18,Q2,2011,5,2048-05-24,2048-05-24,Active,2025-04-10,28,37,Y,0,,10005,0,1336297.08,0,0,0,2656780,N
POL0006948,CUST004842,PP03,RGN025,AGT0203,Bhavna Balaji,5136560,63929,2018-03-14,2018-03-11,Q1,2018,3,2027-03-14,2027-03-14,Active,2023-02-16,5,9,N,60,,8824,0,319645.0,0,47696,0,319645,N
POL0006949,CUST008506,PP09,RGN011,AGT0001,Tanvi More,397353,97270,2017-07-14,2017-07-10,Q3,2017,7,2029-07-14,2029-07-14,Active,2025-05-03,11,12,N,60,,9562,0,770054.17,0,0,0,1069970,N
POL0006950,CUST001764,PP02,RGN029,AGT0007,Pooja Pillai,1006898,88415,2011-02-14,2011-02-11,Q1,2011,2,2029-02-14,2029-02-14,Active,2018-07-07,8,18,Y,0,,12799,0,663112.5,6,0,0,707320,N
POL0006951,CUST005226,PP08,RGN013,AGT0052,Manoj Naik,4732201,98897,2022-02-21,2022-02-20,Q1,2022,2,2043-02-21,2043-02-21,Active,2025-06-05,14,21,Y,0,,12480,0,329656.67,0,0,0,1384558,N
POL0006952,CUST007468,PP03,RGN002,AGT0060,Mohit Venkatesh,767735,90965,2023-11-02,2023-10-31,Q4,2023,11,2043-11-02,2043-11-02,Active,2025-05-25,11,20,N,60,,14267,0,144027.92,0,0,0,1000615,N
POL0006953,CUST009800,PP03,RGN022,AGT0151,Meera Naik,915129,49304,2021-11-17,2021-11-10,Q4,2021,11,2035-11-17,2035-11-17,Active,2025-05-30,10,14,N,60,,4717,0,176672.67,0,0,0,493040,N
POL0006954,CUST003873,PP09,RGN025,AGT0208,Anjali Agarwal,2853582,48182,2023-11-01,2023-10-25,Q4,2023,11,2032-11-01,2032-11-01,Active,2025-05-24,8,9,N,60,,5908,0,76288.17,0,0,0,385456,N
POL0006955,CUST004094,PP06,RGN029,AGT0107,Sneha Das,571168,54665,2013-12-12,2013-12-11,Q4,2013,12,2049-12-12,2049-12-12,Active,2025-04-13,36,36,Y,0,,5679,0,628647.5,0,0,0,1967940,N
POL0006956,CUST009610,PP03,RGN044,AGT0075,Vishal Patel,881324,88616,2016-03-05,2016-03-02,Q1,2016,3,2026-03-05,2026-03-05,Active,2024-01-23,8,10,N,60,,9274,0,708928.0,0,0,0,708928,N
POL0006957,CUST006349,PP03,RGN037,AGT0146,Manoj Venkatesh,4145637,53223,2014-06-27,2014-06-20,Q2,2014,6,2030-06-27,2030-06-27,Surrendered,2025-04-30,12,16,N,60,,7931,482965,585453.0,0,0,0,638676,N
POL0006958,CUST001929,PP09,RGN015,AGT0033,Aarav Subramanian,713218,95976,2023-07-30,2023-07-30,Q3,2023,7,2030-07-30,2030-07-30,Active,2025-06-19,6,7,N,60,,14507,0,183954.0,0,0,0,575856,N
POL0006959,CUST001860,PP03,RGN015,AGT0210,Shweta Das,806143,58806,2024-05-29,2024-05-28,Q2,2024,5,2034-05-29,2034-05-29,Active,2025-06-23,9,10,N,60,,11676,0,63706.5,0,0,0,529254,N
POL0006960,CUST009003,PP08,RGN014,AGT0119,Divya Kumar,3368759,98006,2012-07-09,2012-07-07,Q3,2012,7,2034-07-09,2034-07-09,Lapsed,2022-12-14,11,22,Y,0,,18874,0,1037230.17,5,0,0,1078066,N
POL0006961,CUST000366,PP03,RGN017,AGT0020,Pradeep Rao,1470417,19625,2016-11-20,2016-11-13,Q4,2016,11,2027-11-20,2027-11-20,Active,2023-10-15,7,11,N,60,,2160,0,137375.0,0,0,0,137375,N
POL0006962,CUST006759,PP08,RGN048,AGT0114,Vinod Chaudhary,3054746,62080,2012-06-15,2012-06-14,Q2,2012,6,2034-06-15,2034-06-15,Active,2023-04-19,11,22,Y,0,,10579,0,682880.0,0,0,0,682880,N
POL0006963,CUST009911,PP01,RGN045,AGT0159,Gaurav Kulkarni,3878774,55658,2020-11-04,2020-10-29,Q4,2020,11,2040-11-04,2040-11-04,Active,2025-05-12,8,20,Y,0,,5363,0,255099.17,0,0,0,445264,N
POL0006964,CUST000642,PP06,RGN048,AGT0206,Sneha Desai,4512816,92972,2022-06-19,2022-06-15,Q2,2022,6,2044-06-19,2044-06-19,Active,2025-06-03,5,22,N,0,,9288,0,278916.0,0,0,0,464860,N
POL0006965,CUST007952,PP07,RGN029,AGT0059,Rekha Rao,432139,108290,2016-07-09,2016-07-04,Q3,2016,7,2040-07-09,2040-07-09,Active,2024-05-28,8,24,Y,0,,13092,0,866320.0,0,0,0,866320,N
POL0006966,CUST003289,PP03,RGN024,AGT0005,Deepak More,864620,96132,2017-04-23,2017-04-20,Q2,2017,4,2033-04-23,2033-04-23,Active,2025-05-11,11,16,N,60,,15112,0,785078.0,0,0,0,1057452,N
POL0006967,CUST004463,PP06,RGN021,AGT0289,Siddharth Mehta,2288185,92834,2012-11-22,2012-11-20,Q4,2012,11,2043-11-22,2043-11-22,Active,2025-04-18,17,31,Y,0,,12448,0,1168161.17,0,0,0,1578178,N
POL0006968,CUST003451,PP03,RGN026,AGT0052,Nandini Reddy,635335,104115,2013-04-13,2013-04-13,Q2,2013,4,2033-04-13,2033-04-13,Surrendered,2025-01-10,19,20,N,60,,9797,715005,1240703.75,3,0,0,1978185,N
POL0006969,CUST000323,PP05,RGN010,AGT0246,Ravi Chakraborty,611882,18276,2015-02-08,2015-02-01,Q1,2015,2,2025-02-08,2025-02-08,Matured,2019-10-15,5,10,N,60,,2617,0,86811.0,3,9647,107403,91380,N
POL0006970,CUST009225,PP05,RGN008,AGT0288,Sanjay Kulkarni,2417537,19983,2021-11-27,2021-11-22,Q4,2021,11,2026-11-27,2026-11-27,Active,2025-06-09,5,5,N,60,,2850,0,71605.75,0,0,0,99915,N
POL0006971,CUST003754,PP08,RGN004,AGT0286,Sunita Pillai,3274179,20265,2017-09-26,2017-09-19,Q3,2017,9,2033-09-26,2033-09-26,Surrendered,2025-05-17,16,16,Y,0,,2082,68462,157053.75,0,0,0,324240,N
POL0006972,CUST007165,PP07,RGN043,AGT0140,Suresh More,6317876,50651,2018-11-25,2018-11-19,Q4,2018,11,2058-11-25,2058-11-25,Active,2024-12-23,26,40,Y,0,,9090,0,312347.83,5,0,0,1316926,N
POL0006973,CUST005667,PP02,RGN015,AGT0129,Tanvi Krishnan,4154736,22373,2011-12-14,2011-12-07,Q4,2011,12,2029-12-14,2029-12-14,Active,2025-04-04,17,18,Y,0,,1899,0,302035.5,0,0,0,380341,N
POL0006974,CUST005200,PP02,RGN022,AGT0077,Nandini Reddy,3795946,49234,2010-06-05,2010-05-31,Q2,2010,6,2026-06-05,2026-06-05,Active,2015-05-10,5,16,Y,0,,6068,0,246170.0,0,0,0,246170,N
POL0006975,CUST005417,PP05,RGN022,AGT0168,Aarav Desai,4264648,63446,2017-09-21,2017-09-16,Q3,2017,9,2025-09-21,2025-09-21,Active,2024-08-15,7,8,N,60,,10600,0,444122.0,0,131098,0,444122,N
POL0006976,CUST003452,PP10,RGN005,AGT0262,Priya Krishnan,1560731,52354,2023-11-29,2023-11-27,Q4,2023,11,2046-11-29,2046-11-29,Active,2025-06-21,12,23,N,0,,9139,0,82893.83,0,0,0,628248,N
POL0006977,CUST000182,PP02,RGN027,AGT0268,Anil Gupta,1466479,64238,2011-07-10,2011-07-10,Q3,2011,7,2029-07-10,2029-07-10,Active,2020-05-23,9,18,Y,0,,11686,0,578142.0,0,0,0,578142,N
POL0006978,CUST002068,PP02,RGN029,AGT0042,Shruti Kapoor,398900,22690,2016-01-13,2016-01-07,Q1,2016,1,2032-01-13,2032-01-13,Active,2025-04-25,16,16,Y,0,,3592,0,213664.17,0,0,0,363040,N
POL0006979,CUST001437,PP04,RGN028,AGT0065,Bhavna Jadhav,421832,100329,2018-10-08,2018-10-06,Q4,2018,10,2032-10-08,2032-10-08,Active,2023-09-12,5,14,N,60,,13313,0,501645.0,0,0,0,501645,N
POL0006980,CUST003640,PP01,RGN035,AGT0118,Deepak Reddy,821633,105675,2012-04-17,2012-04-17,Q2,2012,4,2030-04-17,2030-04-17,Active,2024-02-14,12,18,Y,0,,11780,0,1268100.0,0,0,0,1268100,N
POL0006981,CUST000742,PP04,RGN027,AGT0004,Sunil Rao,1945074,64638,2019-12-04,2019-11-28,Q4,2019,12,2025-12-04,2025-12-04,Active,2025-05-06,6,6,N,60,,12163,0,355509.0,0,0,0,387828,N
POL0006982,CUST007362,PP02,RGN024,AGT0246,Vishal Gupta,536345,22573,2015-08-20,2015-08-17,Q3,2015,8,2032-08-20,2032-08-20,Active,2024-10-31,16,17,Y,0,,2964,0,210681.33,6,0,0,361168,N
POL0006983,CUST000805,PP05,RGN015,AGT0263,Geeta Shetty,637714,17044,2010-08-12,2010-08-11,Q3,2010,8,2020-08-12,2020-08-12,Matured,2015-07-17,5,10,N,60,,2185,0,85220.0,0,0,155881,85220,N
POL0006984,CUST005728,PP06,RGN048,AGT0111,Bhavna Krishnan,851642,86577,2016-04-14,2016-04-10,Q2,2016,4,2051-04-14,2051-04-14,Active,2025-04-27,35,35,Y,0,,10876,0,793622.5,0,0,0,3030195,N
POL0006985,CUST004991,PP09,RGN012,AGT0168,Sandeep Srivastava,1035936,19098,2015-02-24,2015-02-20,Q1,2015,2,2026-02-24,2026-02-24,Active,2024-01-08,9,11,N,60,,2536,0,171882.0,0,0,0,171882,N
POL0006986,CUST002260,PP07,RGN031,AGT0251,Bhavna Balaji,2366910,18616,2018-10-09,2018-10-02,Q4,2018,10,2049-10-09,2049-10-09,Active,2025-05-05,20,31,Y,0,,2110,0,124106.67,0,0,0,372320,N
POL0006987,CUST008573,PP02,RGN041,AGT0263,Sapna Iyer,4646440,112823,2013-08-20,2013-08-14,Q3,2013,8,2032-08-20,2032-08-20,Active,2025-04-19,13,19,Y,0,,10581,0,1335072.17,0,0,0,1466699,Y
POL0006988,CUST000359,PP10,RGN017,AGT0253,Mohit Venkatesh,483953,48812,2011-06-14,2011-06-10,Q2,2011,6,2035-06-14,2035-06-14,Active,2018-04-08,7,24,Y,0,,9011,0,337616.33,1,0,0,341684,N
POL0006989,CUST003239,PP02,RGN050,AGT0155,Ramesh Subramanian,675852,56559,2020-12-25,2020-12-23,Q4,2020,12,2040-12-25,2040-12-25,Active,2025-02-02,13,20,Y,0,,10118,0,235662.5,4,0,0,735267,N
POL0006990,CUST006613,PP07,RGN019,AGT0208,Vinod Dubey,1839341,102247,2017-08-22,2017-08-21,Q3,2017,8,2037-08-22,2037-08-22,Active,2022-01-28,5,20,Y,0,,8282,0,460111.5,6,0,0,511235,N
POL0006991,CUST002598,PP02,RGN040,AGT0026,Karan Singh,2443204,53842,2020-08-28,2020-08-27,Q3,2020,8,2039-08-28,2039-08-28,Active,2025-05-04,8,19,Y,0,,6119,0,255749.5,1,0,0,430736,N
POL0006992,CUST007059,PP01,RGN034,AGT0133,Sarika Pandey,484275,48363,2021-04-18,2021-04-12,Q2,2021,4,2037-04-18,2037-04-18,Active,2025-05-27,8,16,Y,0,,4125,0,201512.5,0,0,0,386904,N
POL0006993,CUST002706,PP09,RGN009,AGT0297,Rekha Joshi,2152133,107743,2011-12-08,2011-12-01,Q4,2011,12,2017-12-08,2017-12-08,Matured,2016-11-11,5,6,N,60,,13196,0,538715.0,0,0,1245398,538715,N
POL0006994,CUST001139,PP08,RGN017,AGT0286,Arjun Srivastava,2688156,20134,2019-12-18,2019-12-17,Q4,2019,12,2044-12-18,2044-12-18,Active,2025-05-20,13,25,Y,0,,2046,0,110737.0,0,0,0,261742,N
POL0006995,CUST002233,PP05,RGN023,AGT0229,Sandeep Kumar,7938918,22001,2013-11-25,2013-11-19,Q4,2013,11,2019-11-25,2019-11-25,Matured,2018-10-30,5,6,N,60,,3980,0,110005.0,0,0,139601,110005,N
POL0006996,CUST001228,PP06,RGN032,AGT0032,Swati Iyer,552775,21751,2019-06-02,2019-05-30,Q2,2019,6,2051-06-02,2051-06-02,Active,2025-05-01,21,32,Y,0,,1757,0,130506.0,0,0,0,456771,Y
POL0006997,CUST008026,PP07,RGN016,AGT0210,Uday More,764987,57595,2019-03-01,2019-02-28,Q1,2019,3,2056-03-01,2056-03-01,Active,2025-01-28,6,37,Y,0,,6415,0,345570.0,0,0,0,345570,N
POL0006998,CUST007684,PP03,RGN047,AGT0129,Tanvi Nair,1120628,48161,2023-10-06,2023-09-29,Q4,2023,10,2032-10-06,2032-10-06,Active,2025-05-28,9,9,N,60,,8750,0,80268.33,0,0,0,433449,N
POL0006999,CUST000776,PP08,RGN031,AGT0090,Deepak Patil,7053119,50931,2022-04-29,2022-04-25,Q2,2022,4,2046-04-29,2046-04-29,Active,2025-06-12,20,24,Y,0,,8337,0,161281.5,0,0,0,1018620,N
POL0007000,CUST002983,PP01,RGN031,AGT0033,Ramesh Shah,343465,89256,2018-08-07,2018-08-04,Q3,2018,8,2030-08-07,2030-08-07,Active,2025-05-02,9,12,Y,0,,9731,0,609916.0,0,0,0,803304,N
POL0007001,CUST001583,PP03,RGN048,AGT0168,Sarika Srivastava,487121,115401,2017-12-25,2017-12-20,Q4,2017,12,2037-12-25,2037-12-25,Active,2025-05-17,10,20,N,60,,13078,0,865507.5,0,0,0,1154010,N
POL0007002,CUST001470,PP05,RGN035,AGT0271,Zara Naik,354951,53422,2011-08-20,2011-08-15,Q3,2011,8,2018-08-20,2018-08-20,Matured,2016-07-24,5,7,N,60,,6155,0,267110.0,0,0,431167,267110,N
POL0007003,CUST008656,PP03,RGN047,AGT0282,Sandeep Subramanian,5778238,17862,2022-05-29,2022-05-26,Q2,2022,5,2042-05-29,2042-05-29,Active,2025-06-12,8,20,N,60,,1869,0,55074.5,0,0,0,142896,N
POL0007004,CUST005041,PP01,RGN027,AGT0092,Meera Kumar,667595,22804,2013-05-27,2013-05-26,Q2,2013,5,2030-05-27,2030-05-27,Active,2025-04-24,13,17,Y,0,,1939,0,275548.33,0,0,0,296452,Y
POL0007005,CUST001299,PP01,RGN026,AGT0145,Poonam Mehta,888424,105603,2020-04-15,2020-04-14,Q2,2020,4,2034-04-15,2034-04-15,Active,2025-05-19,9,14,Y,0,,16750,0,545615.5,0,0,0,950427,N
POL0007006,CUST007589,PP06,RGN049,AGT0108,Shruti Sharma,4873456,90133,2018-08-19,2018-08-14,Q3,2018,8,2058-08-19,2058-08-19,Active,2025-05-14,39,40,Y,0,,12893,0,615908.83,0,0,0,3515187,N
POL0007007,CUST007439,PP03,RGN038,AGT0222,Swati Shetty,20401748,18699,2017-01-29,2017-01-26,Q1,2017,1,2022-01-29,2022-01-29,Matured,2022-01-03,5,5,N,60,,1917,0,93495.0,0,0,252801,93495,N
POL0007008,CUST003465,PP04,RGN034,AGT0136,Uday Mehta,11975280,60883,2024-02-29,2024-02-24,Q1,2024,2,2039-02-28,2039-02-28,Active,2025-06-23,14,15,N,60,,5696,0,81177.33,0,0,0,852362,N
POL0007009,CUST009699,PP02,RGN036,AGT0273,Kritika Rao,622522,51019,2019-10-02,2019-09-29,Q4,2019,10,2035-10-02,2035-10-02,Active,2025-05-03,10,16,Y,0,,8199,0,289107.67,0,0,0,510190,N
POL0007010,CUST008503,PP02,RGN024,AGT0040,Geeta Menon,422518,18540,2012-11-25,2012-11-21,Q4,2012,11,2032-11-25,2032-11-25,Active,2019-10-20,7,20,Y,0,,1704,0,129780.0,0,0,0,129780,Y
POL0007011,CUST004891,PP02,RGN018,AGT0271,Rohit Chakraborty,661314,54437,2023-08-02,2023-07-26,Q3,2023,8,2038-08-02,2038-08-02,Active,2025-05-23,8,15,N,0,,9637,0,99801.17,0,0,0,435496,N
POL0007012,CUST002228,PP04,RGN035,AGT0203,Poonam Subramanian,2759033,50483,2016-11-24,2016-11-24,Q4,2016,11,2022-11-24,2022-11-24,Matured,2021-10-29,5,6,N,60,,9965,0,252415.0,0,53549,298389,252415,N
POL0007013,CUST006460,PP03,RGN038,AGT0062,Rekha Rao,480586,63686,2012-01-12,2012-01-07,Q1,2012,1,2027-01-12,2027-01-12,Lapsed,2018-07-09,7,15,N,60,,5293,0,419266.17,5,0,0,445802,N
POL0007014,CUST003790,PP01,RGN032,AGT0244,Nikhil Agarwal,1168364,19191,2021-10-23,2021-10-16,Q4,2021,10,2036-10-23,2036-10-23,Active,2025-06-04,12,15,Y,0,,2754,0,70367.0,0,0,0,230292,N
POL0007015,CUST008867,PP05,RGN017,AGT0244,Aryan Nair,581350,85983,2019-12-11,2019-12-11,Q4,2019,12,2027-12-11,2027-12-11,Active,2025-05-13,6,8,N,60,,16689,0,472906.5,0,0,0,515898,N
POL0007016,CUST009637,PP06,RGN040,AGT0278,Meera Krishnan,740064,21534,2021-01-10,2021-01-05,Q1,2021,1,2051-01-10,2051-01-10,Active,2025-05-19,25,30,Y,0,,3896,0,95108.5,0,0,0,538350,N
POL0007017,CUST007258,PP02,RGN026,AGT0286,Ananya Gupta,522424,115765,2016-02-08,2016-02-04,Q1,2016,2,2031-02-08,2031-02-08,Active,2025-04-21,13,15,Y,0,,14838,0,1080473.33,0,0,0,1504945,N
POL0007018,CUST001890,PP03,RGN049,AGT0104,Vikram Patil,450904,112950,2023-04-01,2023-03-29,Q2,2023,4,2042-04-01,2042-04-01,Active,2025-05-20,5,19,N,60,,15060,0,244725.0,0,0,0,564750,N
POL0007019,CUST002839,PP08,RGN028,AGT0191,Kavya Reddy,10996271,20873,2012-03-17,2012-03-17,Q1,2012,3,2037-03-17,2037-03-17,Active,2020-02-04,8,25,Y,0,,3447,0,166984.0,0,0,0,166984,N
POL0007020,CUST008375,PP09,RGN006,AGT0116,Ananya Hegde,569745,54685,2021-09-16,2021-09-13,Q3,2021,9,2033-09-16,2033-09-16,Active,2025-05-28,12,12,N,60,,4911,0,205068.75,0,0,0,656220,N
